# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "6" "-p" "-a" "/mnt/data/bioinfo/rna_seq_project/reference/Saccharomyces_cerevisiae.R64-1-1.111.gtf" "-o" "gene_counts.txt" "aligned_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	aligned_sorted.bam
YDL074C	IV	324047	326149	-	2103	1557
YDL091C	IV	293392	294759	-	1368	444
YDR346C	IV	1167214	1168659	-	1446	3128
YDR072C	IV	589761	591344	-	1584	1178
YDR242W	IV	946807	948456	+	1650	258
YDR323C	IV	1112480	1114027	-	1548	211
YDR486C	IV	1427431	1428120	-	690	392
YDR420W	IV	1306267	1311675	+	5409	791
YDL122W	IV	242552	244981	+	2430	1884
YDR390C	IV	1254937	1256847	-	1911	1100
YDR481C	IV	1418550	1420250	-	1701	1501
YDR318W	IV;IV	1103758;1103893	1103809;1104947	+;+	1107	322
YDL105W	IV	272389	273597	+	1209	153
YDL141W	IV	203039	205111	+	2073	813
YDR400W	IV	1271063	1272085	+	1023	412
YDR522C	IV	1483795	1485303	-	1509	66
YDL173W	IV	148191	149078	+	888	457
YDR279W	IV	1019368	1020420	+	1053	349
YDR281C	IV	1022007	1022321	-	315	87
YDR213W	IV	889751	892492	+	2742	292
YDR179W-A	IV	819433	820824	+	1392	356
YDR330W	IV	1127872	1129374	+	1503	496
YDR106W	IV	667004	667858	+	855	29
YDL178W	IV	139522	141114	+	1593	2173
YDR484W	IV	1422763	1424688	+	1926	347
YDR308C	IV	1078027	1078449	-	423	336
YDL192W	IV	116321	116866	+	546	5744
YDL202W	IV	98475	99224	+	750	973
YDR146C	IV	748613	750742	-	2130	881
YDR241W	IV	945151	945438	+	288	74
YDL158C	IV	173866	174174	-	309	82
YDL185W	IV	126787	130002	+	3216	6210
YDR251W	IV	960614	963106	+	2493	991
tL(UAA)D	IV	519743	519826	+	84	0
YDR192C	IV	843569	844861	-	1293	217
YDR368W	IV	1213904	1214842	+	939	971
YDR494W	IV	1436930	1438015	+	1086	1256
YDR399W	IV	1270068	1270733	+	666	5343
YDR070C	IV	588098	588379	-	282	15
YDR138W	IV	730578	732836	+	2259	788
YDR031W	IV	503498	503863	+	366	324
YDR255C	IV	966557	967822	-	1266	300
YDL060W	IV	341619	343985	+	2367	1758
YDR048C	IV	553084	553398	-	315	0
YDR067C	IV	582791	583465	-	675	348
YDR126W	IV	703234	704244	+	1011	211
YDR315C	IV	1092741	1093586	-	846	158
YDL126C	IV	236157	238664	-	2508	9556
YDR262W	IV	993134	993952	+	819	554
tQ(UUG)D3	IV	802731	802802	-	72	0
YDR345C	IV	1162957	1164660	-	1704	13962
YDR079W	IV	603064	603399	+	336	268
YDR433W	IV	1329600	1330040	+	441	13
YDL144C	IV	198662	199732	-	1071	675
YDR306C	IV	1073735	1075171	-	1437	466
YDR292C	IV	1043146	1045011	-	1866	1498
YDL009C	IV	432925	433248	-	324	63
YDR290W	IV	1039370	1039699	+	330	1
YDR282C	IV	1023511	1024755	-	1245	305
YDR170C	IV	796193	802222	-	6030	3163
YDR174W	IV	812110	812850	+	741	1818
YDL218W	IV	66493	67446	+	954	74
YDL062W	IV	339857	340282	+	426	1
YDL048C	IV	366739	368211	-	1473	264
YDR500C	IV;IV	1450198;1450847	1450457;1450853	-;-	267	5464
YDR112W	IV	679544	679852	+	309	45
YDR538W	IV	1510902	1511630	+	729	33
YDL011C	IV	432308	432631	-	324	1
YDR355C	IV	1186067	1186369	-	303	1
YDR301W	IV	1063352	1067425	+	4074	814
YDR412W	IV	1294693	1295400	+	708	105
YDR530C	IV	1496791	1497768	-	978	258
YDR227W	IV	917571	921647	+	4077	871
YDR041W	IV	539803	540414	+	612	843
YDR015C	IV	477960	478199	-	240	0
YDL008W	IV	433497	433994	+	498	340
YDR234W	IV	931129	933210	+	2082	5028
YDR511W	IV	1470017	1470418	+	402	351
YDR519W	IV	1480425	1480832	+	408	1048
YDL086C-A	IV	301655	302089	-	435	0
YDR250C	IV	960086	960361	-	276	28
YDR465C	IV	1393336	1394574	-	1239	946
YDL001W	IV	447984	449276	+	1293	453
YDR454C	IV	1366264	1366827	-	564	2125
YDR013W	IV	473157	473783	+	627	208
YDR076W	IV	598468	599688	+	1221	156
YDL095W	IV	287059	289512	+	2454	3748
YDL007C-A	IV	436567	436824	-	258	0
YDL130W	IV;IV	229906;230321	230019;230527	+;+	321	7355
YDR100W	IV	655013	655444	+	432	542
YDR479C	IV	1415210	1416874	-	1665	527
tS(AGA)D1	IV	437772	437853	+	82	0
YDL117W	IV	248581	251238	+	2658	776
YDR140W	IV	734138	734803	+	666	273
YDR381W	IV;IV	1236558;1237609	1236842;1238004	+;+	681	3264
tQ(UUG)D2	IV	645153	645224	-	72	0
YDR327W	IV	1125302	1125628	+	327	96
YDR062W	IV	576474	578159	+	1686	2986
YDR143C	IV	742042	743874	-	1833	736
YDL172C	IV	148607	149086	-	480	0
YDL053C	IV	361699	362256	-	558	615
YDR223W	IV	912099	913502	+	1404	126
YDL037C	IV	384601	385587	-	987	350
YDL167C	IV	160995	163154	-	2160	1030
YDR246W-A	IV	955133	955333	+	201	12
YDR371C-A	IV	1219509	1219613	-	105	0
YDR517W	IV	1477239	1478357	+	1119	934
YDL226C	IV	51115	52173	-	1059	1291
YDR467C	IV	1397583	1397909	-	327	23
YDL134C	IV	219662	220771	-	1110	910
YDR117C	IV	683946	685643	-	1698	476
YDR314C	IV	1090433	1092511	-	2079	229
YDR440W	IV	1342493	1344241	+	1749	468
YDR303C	IV	1068729	1071386	-	2658	960
YDL078C	IV	315357	316388	-	1032	1673
YDL238C	IV	28985	30454	-	1470	138
YDR529C	IV	1496165	1496548	-	384	3150
YDR437W	IV	1337352	1337774	+	423	62
snR47	IV	541602	541700	-	99	20
YDL196W	IV	106741	107070	+	330	12
YDR452W	IV	1362878	1364902	+	2025	2785
YDR445C	IV	1352182	1352589	-	408	0
YDR347W	IV	1169178	1170143	+	966	934
tQ(UUG)D1	IV	520972	521043	+	72	0
YDR490C	IV	1431968	1434268	-	2301	482
YDR516C	IV	1474974	1476476	-	1503	564
YDR509W	IV	1468226	1468573	+	348	2
YDL193W	IV	114672	115799	+	1128	435
YDL137W	IV	216529	217074	+	546	2662
YDL118W	IV	247302	247682	+	381	6
YDR235W	IV	933504	935138	+	1635	438
YDR233C	IV	929470	930357	-	888	4655
YDR388W	IV	1250186	1251634	+	1449	1498
YDR209C	IV	871036	871449	-	414	418
YDR049W	IV	553254	555152	+	1899	489
YDL194W	IV	111580	114234	+	2655	135
YDR021W	IV	486804	488003	+	1200	256
YDR353W	IV	1183299	1184258	+	960	2805
YDR051C	IV	557056	558060	-	1005	854
YDR288W	IV	1037195	1038106	+	912	381
YDR141C	IV	734901	739997	-	5097	1035
YDR194C	IV	845952	847946	-	1995	4333
YDR424C	IV;IV;IV	1319387;1319698;1319817	1319617;1319720;1319841	-;-;-	279	429
YDR054C	IV	561440	562327	-	888	926
YDR122W	IV	694700	697894	+	3195	876
YDR184C	IV	830629	831513	-	885	388
YDR183C-A	IV	830397	830654	-	258	22
YDL240W	IV	22823	25876	+	3054	521
YDR056C	IV	565023	565640	-	618	711
YDR541C	IV	1519664	1520698	-	1035	375
YDL042C	IV	376757	378445	-	1689	190
YDR185C	IV	831934	832473	-	540	85
YDR328C	IV	1125434	1126018	-	585	1099
YDR280W	IV	1020747	1021664	+	918	764
tV(UAC)D	IV	488797	488870	-	74	8
YDR098C	IV	644178	644930	-	753	1344
YDR005C	IV;IV	456836;458098	458017;458103	-;-	1188	543
YDR423C	IV	1318046	1319275	-	1230	357
YDR017C	IV	479115	482267	-	3153	890
YDR419W	IV	1303174	1305072	+	1899	539
YDR444W	IV	1350290	1352353	+	2064	454
YDR341C	IV	1151803	1153626	-	1824	3814
YDR154C	IV	768403	768753	-	351	96
YDR464W	IV	1388872	1393179	+	4308	991
YDR132C	IV	718816	720303	-	1488	241
YDL210W	IV	84270	85985	+	1716	70
YDR395W	IV	1263324	1266158	+	2835	1997
YDL222C	IV	60872	61801	-	930	94
YDR372C	IV	1221112	1222149	-	1038	1672
YDR325W	IV	1117126	1120233	+	3108	956
YDR216W	IV	895035	899006	+	3972	235
YDR082W	IV	610441	611925	+	1485	349
YDL224C	IV	54397	56346	-	1950	737
YDR498C	IV	1445843	1446994	-	1152	368
YDR010C	IV	465051	465383	-	333	9
YDR006C	IV	458542	461247	-	2706	713
YDR182W	IV	827582	829057	+	1476	946
YDL102W	IV	276872	280165	+	3294	563
YDL179W	IV	138291	139205	+	915	439
YDL067C	IV	334217	334396	-	180	1086
YDR030C	IV	501753	503273	-	1521	157
YDR020C	IV	485746	486444	-	699	217
YDR527W	IV	1491094	1492413	+	1320	423
YDR333C	IV	1133260	1135431	-	2172	987
YDL093W	IV	289909	292140	+	2232	599
YDL043C	IV	375680	376480	-	801	253
YDR139C	IV;IV	733618;733776	733702;733924	-;-	234	674
YDR322C-A	IV	1112003	1112293	-	291	1356
YDL130W-A	IV	229171	229431	+	261	452
YDR210W	IV	871074	871301	+	228	0
YDR260C	IV	976717	977229	-	513	277
YDL017W	IV	424209	425732	+	1524	171
YDR073W	IV	592439	592948	+	510	281
YDL069C	IV	333121	333810	-	690	101
YDR455C	IV	1367373	1367681	-	309	3
YDR461W	IV	1385176	1385286	+	111	998
YDR435C	IV	1332983	1333969	-	987	377
YDL063C	IV	338272	340134	-	1863	650
YDR121W	IV	693585	694175	+	591	307
YDR178W	IV	817950	818495	+	546	543
YDL013W	IV	429067	430926	+	1860	455
YDR534C	IV	1503314	1504900	-	1587	47
YDR392W	IV	1258696	1259709	+	1014	523
YDR034C-A	IV	520516	520692	-	177	0
YDL132W	IV	224304	226751	+	2448	1520
YDR535C	IV;IV	1506606;1507315	1507058;1507362	-;-	501	28
YDR202C	IV	856898	857953	-	1056	187
YDL050C	IV	364446	364817	-	372	10
YDR524C-A	IV	1489871	1489990	-	120	0
YDL109C	IV	265258	267201	-	1944	209
YDR211W	IV	884727	886865	+	2139	2534
YDR110W	IV	676102	677802	+	1701	802
tG(CCC)D	IV	1257008	1257079	-	72	0
YDR274C	IV	1011589	1011960	-	372	108
YDR167W	IV	789449	790069	+	621	835
YDR156W	IV	769525	769938	+	414	319
YDL223C	IV	57265	60405	-	3141	378
YDR075W	IV	597156	598082	+	927	391
YDR039C	IV	531307	534582	-	3276	0
YDL088C	IV	298417	300003	-	1587	753
YDL129W	IV	231024	231899	+	876	141
YDL215C	IV	70640	73918	-	3279	913
YDR297W	IV	1056551	1057600	+	1050	817
YDR131C	IV	716790	718460	-	1671	178
YDR230W	IV	926223	926570	+	348	11
YDR348C	IV	1170326	1171825	-	1500	1006
YDL169C	IV	158064	158735	-	672	42
YDR007W	IV	461842	462516	+	675	282
YDL195W	IV	107208	111029	+	3822	3089
YDR263C	IV	994242	995534	-	1293	194
YDR220C	IV	907000	907293	-	294	50
YDR429C	IV	1324477	1325301	-	825	3281
YDR119W-A	IV	691014	691214	+	201	33
YDR421W	IV	1312040	1314892	+	2853	361
YDL186W	IV	125616	126449	+	834	38
YDL198C	IV	103649	104551	-	903	2320
YDL120W	IV	245923	246447	+	525	579
YDR379W	IV	1230167	1233196	+	3030	656
YDL029W	IV;IV	399340;399485	399361;400638	+;+	1176	2496
YDR205W	IV	859346	861520	+	2175	386
YDR094W	IV	635840	636175	+	336	0
YDR369C	IV	1215016	1217580	-	2565	351
YDR088C	IV	618497	619645	-	1149	390
YDR411C	IV	1293369	1294394	-	1026	632
YDR441C	IV	1344517	1345062	-	546	416
YDR446W	IV	1353725	1354633	+	909	5
YDL183C	IV	130871	131833	-	963	174
YDR194W-A	IV	848071	848223	+	153	1
YDR114C	IV	681924	682226	-	303	1
YDR442W	IV	1345647	1346039	+	393	6
tK(CUU)D2	IV	1352466	1352538	-	73	0
YDL059C	IV	344237	344953	-	717	566
YDR016C	IV	478474	478758	-	285	308
YDR430C	IV	1325501	1328470	-	2970	1278
YDR366C	IV	1212438	1212836	-	399	2
YDR374W-A	IV	1224757	1225026	+	270	221
YDR293C	IV	1045640	1049392	-	3753	2860
YDR459C	IV	1382319	1383443	-	1125	341
YDR022C	IV	488072	488662	-	591	148
YDR217C	IV	899551	903480	-	3930	828
YDR052C	IV	558511	560625	-	2115	632
YDL027C	IV	403695	404957	-	1263	381
YDR104C	IV	661173	664910	-	3738	399
YDL136W	IV;IV	217600;218008	217602;218367	+;+	363	6315
YDR248C	IV	957758	958339	-	582	442
YDR078C	IV	602198	602869	-	672	285
YDR068W	IV	583713	584645	+	933	797
YDL080C	IV	310642	312471	-	1830	586
YDR461C-A	IV	1385524	1385766	-	243	91
YDR252W	IV	963412	963861	+	450	94
YDL046W	IV	371240	371761	+	522	1811
YDR540C	IV	1517136	1517675	-	540	100
YDR181C	IV	825910	827355	-	1446	509
YDL200C	IV	100501	101067	-	567	210
YDR108W	IV	671269	673365	+	2097	460
YDR337W	IV	1146319	1147179	+	861	801
YDR356W	IV	1186107	1188941	+	2835	754
YDL235C	IV	33415	33918	-	504	704
YDR320W-B	IV	1108484	1108621	+	138	1
YDL245C	IV	11657	13360	-	1704	39
YDR170W-A	IV	803195	804517	+	1323	0
YDR210W-B	IV	872112	877425	+	5314	109
YDR210C-D	IV	878659	883927	-	5269	119
YDR316W-B	IV	1096064	1101332	+	5269	30
YDR261C-D	IV	987534	992349	-	4816	182
YDR210C-C	IV	882605	883927	-	1323	0
YDR261C-C	IV	991027	992349	-	1323	0
YDR261W-B	IV	981462	986775	+	5314	185
YDR365W-A	IV	1206997	1208319	+	1323	0
YDR316W-A	IV	1096064	1097386	+	1323	0
YDR261W-A	IV	981462	982778	+	1317	0
YDR365W-B	IV	1206997	1212265	+	5269	133
YDR098C-B	IV	645858	651126	-	5269	47
YDR098C-A	IV	649804	651126	-	1323	0
YDR210W-A	IV	872112	873428	+	1317	0
YDR034C-D	IV	514043	519356	-	5314	8
YDR034C-C	IV	518040	519356	-	1317	0
YOR185C	XV	681444	682106	-	663	178
YOR237W	XV	781994	783298	+	1305	22
YOL048C	XV;XV	240204;241026	240947;241310	-;-	1029	369
tG(GCC)O1	XV	226611	226681	-	71	0
YOL144W	XV	53098	54552	+	1455	468
snR8	XV	832332	832521	+	190	43
YOR082C	XV	479296	479637	-	342	2
YOL072W	XV	194970	196337	+	1368	261
YOR114W	XV	537570	538454	+	885	205
YOL085C	XV	161673	162014	-	342	13
YOR385W	XV	1065043	1065915	+	873	370
YOR214C	XV	745593	746303	-	711	2
YOL119C	XV	94856	96361	-	1506	1212
YOR019W	XV	368127	370319	+	2193	128
YOR206W	XV	727512	729644	+	2133	2032
YOR345C	XV	981812	982162	-	351	4
YOR341W	XV	960987	965981	+	4995	5501
YOL088C	XV	153912	154745	-	834	685
YOR392W	XV	1079282	1079725	+	444	0
YOR160W	XV	633839	636757	+	2919	735
YOR084W	XV	480587	481750	+	1164	313
YOR039W	XV	405768	406544	+	777	881
YOR264W	XV	818866	820158	+	1293	338
YOR281C	XV	846269	847129	-	861	551
tK(UUU)O	XV;XV	438643;438703	438679;438738	+;+	73	4
YOR230W	XV	770800	772113	+	1314	2701
YOR144C	XV	602717	605092	-	2376	460
YOL081W	XV	171070	180309	+	9240	1251
YOL052C	XV	232446	233636	-	1191	616
YOR285W	XV	849635	850054	+	420	2370
YOR058C	XV	433688	436345	-	2658	546
YOR270C	XV	828052	830574	-	2523	6008
YOL154W	XV	34658	35407	+	750	74
YOR115C	XV	538659	539465	-	807	991
YOL003C	XV	321858	322994	-	1137	426
YOR258W	XV	811671	812324	+	654	73
tN(GUU)O2	XV	487439	487512	+	74	0
YOL103W	XV	124001	125830	+	1830	1654
YOR215C	XV	746725	747282	-	558	535
YOL095C	XV	139227	141347	-	2121	274
YOL063C	XV	207392	210265	-	2874	550
YOL079W	XV	181057	181455	+	399	1
YOR389W	XV	1074213	1076087	+	1875	250
YOR231W	XV	772601	774127	+	1527	613
YOR021C	XV	372798	373439	-	642	1348
YOR139C	XV	586950	587342	-	393	11
YOR120W	XV	551114	552052	+	939	193
YOL038W	XV	255337	256101	+	765	2320
YOR023C	XV	376012	377712	-	1701	759
YOL124C	XV	85456	86757	-	1302	967
YOR212W	XV	742910	744181	+	1272	1599
YOL013W-A	XV	301047	301238	+	192	4
YOL120C	XV;XV	93395;94291	93843;94402	-;-	561	16486
YOR181W	XV	675939	677840	+	1902	615
YOR333C	XV	944541	944957	-	417	0
YOR335C	XV	946233	949109	-	2877	4075
YOL046C	XV	243466	244140	-	675	5
YOL029C	XV	269815	270420	-	606	279
YOL155W-A	XV	27084	27218	+	135	12
YOR072W	XV	461502	461816	+	315	14
YOL161C	XV	11549	11911	-	363	0
snR58	XV	136088	136183	-	96	14
YOL122C	XV	89692	91419	-	1728	1159
YOR252W	XV	803667	804203	+	537	624
YOR157C	XV	630966	631751	-	786	1784
YOL107W	XV	112102	113130	+	1029	329
YOR274W	XV	837674	838960	+	1287	454
YOL013W-B	XV	300690	300980	+	291	8
YOR343C	XV	968148	968474	-	327	24
YOR093C	XV	497506	502452	-	4947	1007
YOR381W-A	XV	1058423	1058590	+	168	2
YOL065C	XV	204731	205885	-	1155	228
YOR092W	XV	495127	496968	+	1842	947
YOR207C	XV	730008	733457	-	3450	2071
YOR365C	XV	1023461	1025572	-	2112	97
YOL005C	XV	315813	316175	-	363	419
YOL020W	XV	286172	287950	+	1779	1227
YOL053W	XV	230085	231272	+	1188	384
YOL117W	XV	97551	99488	+	1938	277
YOR038C	XV	402761	405388	-	2628	500
YOR303W	XV	882899	884134	+	1236	4143
YOR137C	XV	581813	583681	-	1869	424
YOL034W	XV	259923	263204	+	3282	561
YOR052C	XV	426772	427224	-	453	1087
YOR190W	XV	690695	692032	+	1338	109
YOL039W	XV	254297	254617	+	321	5646
YOR349W	XV	989789	992833	+	3045	268
YOL090W	XV	147382	150276	+	2895	1123
YOR271C	XV	831059	832042	-	984	1878
YOR173W	XV	657264	658325	+	1062	133
YOR106W	XV	519121	519972	+	852	273
YOR108W	XV	523027	524841	+	1815	2354
YOR059C	XV	438906	440258	-	1353	713
YOL149W	XV	44938	45633	+	696	651
YOR121C	XV	551798	552103	-	306	26
YOL106W	XV	113226	113579	+	354	36
snR9	XV	407948	408134	-	187	46
YOR295W	XV	869208	869894	+	687	276
YOR203W	XV	722565	722918	+	354	15
YOR132W	XV	573175	574830	+	1656	635
YOR216C	XV	747525	748979	-	1455	897
YOR099W	XV	511825	513006	+	1182	2203
YOR001W	XV	326832	329033	+	2202	839
YOR009W	XV	344335	345798	+	1464	96
YOR204W	XV	722911	724725	+	1815	2177
YOR209C	XV	736437	737726	-	1290	1662
YOR284W	XV	848478	849209	+	732	193
YOR036W	XV	400348	401214	+	867	570
YOR154W	XV	624729	626492	+	1764	478
YOR048C	XV	418630	421650	-	3021	1615
YOL073C	XV	193832	194800	-	969	252
YOL152W	XV	40748	42610	+	1863	135
YOL101C	XV	126982	127920	-	939	36
YOR085W	XV	482033	483085	+	1053	1257
YOR227W	XV	762825	766565	+	3741	986
YOR159C	XV	633282	633566	-	285	425
YOR146W	XV	605873	606178	+	306	1
YOR372C	XV	1034807	1036471	-	1665	598
YOR112W	XV	531508	533793	+	2286	491
YOR387C	XV	1069621	1070241	-	621	34
YOR229W	XV	768409	769812	+	1404	301
YOR068C	XV	453869	454213	-	345	0
YOR376W-A	XV	1045196	1045351	+	156	28
YOL050C	XV	237882	238202	-	321	11
YOR342C	XV	966666	967625	-	960	923
YOL035C	XV	258803	259105	-	303	7
YOR251C	XV	802550	803464	-	915	754
YOR041C	XV	408358	408789	-	432	0
YOR130C	XV	569929	570807	-	879	506
YOR119C	XV	548792	550246	-	1455	594
YOL166C	XV	1000	1338	-	339	1
YOR008C	XV	341278	342414	-	1137	1492
YOL011W	XV	305349	307409	+	2061	925
YOR248W	XV	798013	798315	+	303	19
YOR202W	XV	721946	722608	+	663	1490
YOR266W	XV	821023	822294	+	1272	379
YOR140W	XV	586981	589281	+	2301	405
YOR004W	XV	333592	334356	+	765	725
YOR308C	XV	894624	896387	-	1764	326
YOR032C	XV	389771	391075	-	1305	106
YOR311C	XV	899056	899928	-	873	887
YOL019W	XV	288898	290553	+	1656	881
YOL138C	XV	61325	65350	-	4026	641
YOL151W	XV	43694	44722	+	1029	766
YOR330C	XV	939621	943385	-	3765	813
YOR379C	XV	1050726	1051064	-	339	0
YOR142W	XV	593057	594046	+	990	1688
YOR268C	XV	825534	825932	-	399	4
snR81	XV	234346	234546	+	201	6
YOR017W	XV	361412	363814	+	2403	659
YOR394W	XV	1082718	1083212	+	495	2
YOL134C	XV	70156	70545	-	390	1
YOR002W	XV	329417	331051	+	1635	1462
YOR194C	XV	711683	712543	-	861	1125
YOR298C-A	XV	877230	877685	-	456	4529
YOL069W	XV	198942	200297	+	1356	305
YOR014W	XV	357674	359947	+	2274	1338
YOR346W	XV	981828	984785	+	2958	1064
YOR044W	XV	413007	413480	+	474	82
YOR275C	XV	839084	841069	-	1986	472
YOR174W	XV	658747	659601	+	855	471
YOR336W	XV	949773	953870	+	4098	817
YOL094C	XV	141584	142555	-	972	352
YOR122C	XV;XV	552298;552875	552665;552887	-;-	381	2472
YOR256C	XV	808254	810683	-	2430	911
YOL137W	XV	65621	67114	+	1494	395
YOR350C	XV	992864	994855	-	1992	338
YOR196C	XV	715593	716837	-	1245	1064
YOR380W	XV	1051290	1052930	+	1641	185
YOR314W-A	XV	904458	904568	+	111	0
tA(UGC)O	XV	854187	854259	-	73	1
YOL097W-A	XV	136220	136405	+	186	18
YOR376W	XV	1043191	1043559	+	369	13
YOR369C	XV	1028194	1028625	-	432	30714
YOL132W	XV	71300	72715	+	1416	69
YOR296W	XV	870202	874071	+	3870	420
YOR260W	XV	813984	815720	+	1737	1923
YOR373W	XV	1036834	1039389	+	2556	449
YOR163W	XV	642741	643307	+	567	357
YOR029W	XV	384600	384935	+	336	2
YOL042W	XV	249825	250916	+	1092	432
YOR316C	XV	906236	907555	-	1320	968
YOR326W	XV	925721	930445	+	4725	4940
YOR293C-A	XV	867998	868147	-	150	12
YOL036W	XV	256745	259030	+	2286	673
YOR072W-B	XV	464469	464630	+	162	0
YOR332W	XV	943656	944357	+	702	507
YOL002C	XV	323411	324364	-	954	833
YOR193W	XV	710446	711576	+	1131	306
YOR243C	XV	790211	792241	-	2031	1902
YOR126C	XV	559961	560677	-	717	259
YOR070C	XV	455907	457820	-	1914	385
YOR328W	XV	931803	936497	+	4695	382
YOL056W	XV	223268	224179	+	912	334
YOR098C	XV	507948	511178	-	3231	1348
YOL110W	XV	109176	109889	+	714	290
YOR213C	XV	744535	745281	-	747	398
YOR253W	XV	804377	804907	+	531	828
YOR008C-A	XV	342857	343081	-	225	12
YOL113W	XV	104326	106293	+	1968	691
YOR060C	XV	440390	441163	-	774	138
YOL076W	XV	187024	189414	+	2391	1106
YOR186C-A	XV	683329	683538	-	210	0
YOR381W	XV	1055545	1057680	+	2136	226
YOR113W	XV	534075	536819	+	2745	269
YOR273C	XV	834452	836431	-	1980	2168
tN(GUU)O1	XV	228331	228404	+	74	0
YOR161W-A	XV	637574	637654	+	81	0
YOL147C	XV	47933	48643	-	711	898
YOR338W	XV	956898	957989	+	1092	63
YOR178C	XV	667860	670241	-	2382	236
YOR188W	XV	685767	689180	+	3414	983
YOL159C	XV	17281	17796	-	516	152
YOR382W	XV	1059531	1059992	+	462	71
YOL071W	XV	196507	196995	+	489	367
YOR363C	XV	1020222	1023212	-	2991	590
YOR069W	XV	453768	455795	+	2028	560
YOR075W	XV	468212	469252	+	1041	370
YOR124C	XV	554824	558642	-	3819	1352
YOR008W-B	XV	343929	344030	+	102	13
snR31	XV	841958	842182	-	225	65
YOL025W	XV	274957	276939	+	1983	206
YOR057W	XV	432186	433373	+	1188	574
YOR265W	XV	820454	820774	+	321	291
YOL127W	XV;XV	80348;80775	80360;81190	+;+	429	14366
YOR107W	XV	521353	522282	+	930	117
YOL142W	XV	55558	56280	+	723	615
YOR239W	XV;XV	784857;785689	785687;786744	+;+	1887	1788
YOL091W	XV	145334	147163	+	1830	125
YOR317W	XV	909343	911445	+	2103	2978
YOR370C	XV	1029183	1030994	-	1812	1586
tM(CAU)O1	XV	710201	710272	+	72	3
YOR211C	XV	738924	741569	-	2646	1009
YOR191W	XV	692475	697334	+	4860	1317
YOL064C	XV	206103	207176	-	1074	4173
tT(AGU)O1	XV	113802	113874	+	73	0
YOL049W	XV	238619	240094	+	1476	1618
YOL043C	XV	248392	249534	-	1143	207
YOR043W	XV	410870	412330	+	1461	1044
YOR331C	XV	943565	944122	-	558	0
YOR309C	XV	896698	897078	-	381	219
YOR104W	XV	517642	518490	+	849	273
YOL114C	XV	103317	103925	-	609	41
YOR300W	XV	880575	880883	+	309	2
YOR220W	XV	755328	756125	+	798	412
YOR378W	XV	1049511	1051058	+	1548	134
YOL059W	XV	217126	218448	+	1323	1349
YOR386W	XV	1066839	1068536	+	1698	211
YOL027C	XV	272003	273724	-	1722	2016
snR62	XV	409765	409864	-	100	36
snR17a	XV;XV	780107;780278	780120;780596	+;+	333	46
YOL155C	XV	28703	31606	-	2904	1624
YOR375C	XV	1041678	1043042	-	1365	19002
snR35	XV	759326	759529	-	204	26
YOR100C	XV	513295	514278	-	984	60
YOL026C	XV	274012	274353	-	342	273
YOL012C	XV	303579	303983	-	405	856
YOR026W	XV	379781	380806	+	1026	315
YOR359W	XV	1011189	1012760	+	1572	464
YOR250C	XV	800970	802307	-	1338	265
YOL013C	XV	301380	303035	-	1656	419
YOR272W	XV	832813	834195	+	1383	1230
tG(GCC)O2	XV	282164	282234	+	71	0
YOL164W-A	XV	4130	4312	+	183	18
YOL082W	XV	168727	169974	+	1248	464
snR36	XV	680685	680866	-	182	21
YOR035C	XV	397735	400104	-	2370	508
YOL016C	XV	294777	296120	-	1344	867
YOR007C	XV	338938	339978	-	1041	5281
YOR325W	XV	924577	925050	+	474	0
YOL085W-A	XV	161579	161791	+	213	26
YOL160W	XV	14313	14654	+	342	10
YOR361C	XV	1015361	1017652	-	2292	4510
YOL158C	XV	19491	21311	-	1821	2713
YOR315W	XV	904760	905800	+	1041	1679
YOR010C	XV	346195	346950	-	756	121
YOR384W	XV	1061564	1063648	+	2085	355
YOR234C	XV;XV	778555;779387	778859;779405	-;-	324	4460
YOR283W	XV	847453	848145	+	693	620
YOR020W-A	XV	371685	371957	+	273	340
YOL045W	XV	243497	246802	+	3306	506
YOR102W	XV	516423	516773	+	351	3
YOL128C	XV	78352	79479	-	1128	146
YOR360C	XV	1013241	1014821	-	1581	550
YOL097C	XV	136527	137825	-	1299	2670
YOR164C	XV	643394	644332	-	939	821
YOR175C	XV	659815	661674	-	1860	1761
tP(UGG)O1	XV;XV	301097;301163	301132;301198	+;+	72	0
YOR086C	XV	483219	486779	-	3561	2766
YOR242C	XV	788742	789857	-	1116	63
YOR155C	XV	626628	627980	-	1353	549
YOL019W-A	XV	288420	288572	+	153	0
YOL030W	XV	268187	269641	+	1455	3616
YOR323C	XV	921535	922905	-	1371	1912
YOL017W	XV	292529	294673	+	2145	368
YOR233W	XV	775846	778248	+	2403	668
YOL037C	XV	256666	257019	-	354	10
YOR083W	XV	479533	480420	+	888	183
YOL010W	XV	307938	309041	+	1104	954
YOR118W	XV	546857	548560	+	1704	783
YOR128C	XV	564476	566191	-	1716	4760
YOL125W	XV	83834	85264	+	1431	433
YOL004W	XV	316938	321548	+	4611	1974
YOR177C	XV	665785	667179	-	1395	75
YOR166C	XV	647126	648502	-	1377	445
YOR006C	XV	337680	338621	-	942	612
YOR324C	XV	923232	925040	-	1809	214
YOL024W	XV	277086	277604	+	519	5
YOR033C	XV	392416	394524	-	2109	602
YOL033W	XV	263475	265085	+	1611	640
